#入力日時,購入日,品目,金額,森山立替,木村立替,山本立替,森山分担,木村分担,山本分担,森山端数,木村端数,山本端数,精算状況
2022年01月14日23時59分10秒,20220114,食費,2938,,,2938,979,979,979,null,null,1,精算(端数込)
2022年01月14日23時59分20秒,20220114,食費,480,,,480,160,160,160,null,null,null,精算(端数込)
2022年01月17日22時27分16秒,20220114,雑貨(消耗品),1067,1067,,,355,355,355,2,null,null,精算(端数込)
2022年01月17日22時27分23秒,20220114,雑貨(消耗品),1173,1173,,,391,391,391,null,null,null,精算(端数込)
2022年01月26日16時21分38秒,20220114,外食費,718,718,,,239,239,239,1,null,null,精算(端数込)
2022年03月31日22時20分34秒,20220115,食費,2539,,2539,,,1269,1269,null,1,null,精算(端数込)
2022年04月01日02時31分43秒,20220115,食費,7080,,,7080,2360,2360,2360,null,null,null,精算(端数込)
2022年04月01日02時32分09秒,20220115,雑貨(家具･家電),8228,,,8228,2742,2742,2742,null,null,2,精算(端数込)
2022年01月16日18時53分55秒,20220116,食費,1645,1645,,,548,548,548,1,null,null,精算(端数込)
2022年01月26日16時23分09秒,20220116,食費,1500,1500,,,500,500,500,null,null,null,精算(端数込)
2022年03月31日22時20分18秒,20220116,食費,2305,,2305,,,1152,1152,null,1,null,精算(端数込)
2022年04月01日02時31分33秒,20220116,食費,7162,,,7162,2387,2387,2387,null,null,1,精算(端数込)
2022年01月20日11時15分31秒,20220117,外食費,10462,10462,,,3487,3487,3487,1,null,null,精算(端数込)
2022年01月20日16時51分16秒,20220117,外食費,1487,1487,,,495,495,495,2,null,null,精算(端数込)
2022年04月01日02時30分53秒,20220117,食費,802,,,802,267,267,267,null,null,1,精算(端数込)
2022年04月01日02時31分19秒,20220117,食費,1460,,,1460,,730,730,null,null,null,精算(端数込)
2022年01月21日22時45分45秒,20220118,雑貨(消耗品),14564,14564,,,4854,4854,4854,2,null,null,精算(端数込)
2022年03月31日22時19分44秒,20220118,食費,1132,,1132,,,566,566,null,null,null,精算(端数込)
2022年01月19日00時58分48秒,20220119,食費,915,915,,,305,305,305,null,null,null,精算(端数込)
2022年01月26日16時23分31秒,20220119,食費,395,395,,,131,131,131,2,null,null,精算(端数込)
2022年01月20日11時15分15秒,20220120,遊行費,5000,5000,,,1666,1666,1666,2,null,null,精算(端数込)
2022年01月26日16時22分08秒,20220120,遊行費,5000,5000,,,1666,1666,1666,2,null,null,精算(端数込)
2022年01月26日16時22分22秒,20220120,外食費,702,702,,,234,234,234,null,null,null,精算(端数込)
2022年04月01日02時31分08秒,20220120,食費,1566,,,1566,522,522,522,null,null,null,精算(端数込)
2022年01月21日19時29分13秒,20220121,外食費,343,343,,,114,114,114,1,null,null,精算(端数込)
2022年01月21日22時45分13秒,20220121,外食費,3308,3308,,,1654,1654,,null,null,null,精算(端数込)
2022年01月26日16時24分03秒,20220121,食費,2242,2242,,,747,747,747,1,null,null,精算(端数込)
2022年01月26日16時24分22秒,20220122,雑貨(消耗品),1020,1020,,,340,340,340,null,null,null,精算(端数込)
2022年04月01日02時29分46秒,20220122,食費,2333,,,2333,777,777,777,null,null,2,精算(端数込)
2022年04月01日02時29分56秒,20220122,食費,730,,,730,243,243,243,null,null,1,精算(端数込)
2022年04月01日02時30分04秒,20220122,食費,4060,,,4060,1353,1353,1353,null,null,1,精算(端数込)
2022年04月01日02時30分17秒,20220122,食費,598,,,598,199,199,199,null,null,1,精算(端数込)
2022年04月01日02時30分43秒,20220122,食費,7798,,,7798,2599,2599,2599,null,null,1,精算(端数込)
2022年01月26日16時17分40秒,20220123,雑貨(消耗品),5596,5596,,,1865,1865,1865,1,null,null,精算(端数込)
2022年01月26日16時18分36秒,20220123,雑貨(消耗品),6900,6900,,,2300,2300,2300,null,null,null,精算(端数込)
2022年01月26日16時22分44秒,20220123,雑貨(消耗品),2640,2640,,,880,880,880,null,null,null,精算(端数込)
2022年03月31日22時16分51秒,20220123,食費,2645,,2645,,881,881,881,null,2,null,精算(端数込)
2022年01月26日16時20分50秒,20220124,外食費,2489,2489,,,829,829,829,2,null,null,精算(端数込)
2022年01月26日16時24分52秒,20220124,食費,1060,1060,,,353,353,353,1,null,null,精算(端数込)
2022年04月01日02時30分31秒,20220124,食費,1338,,,1338,,669,669,null,null,null,精算(端数込)
2022年01月29日07時28分22秒,20220125,食費,1082,1082,,,360,360,360,2,null,null,精算(端数込)
2022年04月01日02時29分14秒,20220125,食費,673,,,673,224,224,224,null,null,1,精算(端数込)
2022年04月01日02時29分34秒,20220125,雑貨(消耗品),1600,,,1600,533,533,533,null,null,1,精算(端数込)
2022年01月26日16時18分51秒,20220126,家賃振込料,330,330,,,110,110,110,null,null,null,精算(端数込)
2022年01月26日22時15分51秒,20220126,食費,398,,398,,,,398,null,null,null,精算(端数込)
2022年01月26日22時16分10秒,20220126,食費,298,,298,,298,,,null,null,null,精算(端数込)
2022年04月01日02時28分24秒,20220127,食費,8416,,,8416,2805,2805,2805,null,null,1,精算(端数込)
2022年01月30日16時08分30秒,20220129,雑貨(消耗品),19022,19022,,,6340,6340,6340,2,null,null,精算(端数込)
2022年01月30日16時27分28秒,20220129,ガス代,10820,10820,,,3606,3606,3606,2,null,null,精算(端数込)
2022年02月03日12時02分36秒,20220129,雑貨(消耗品),1021,1021,,,340,340,340,1,null,null,精算(端数込)
2022年03月31日22時16分01秒,20220129,食費,2325,,2325,,775,775,775,null,null,null,精算(端数込)
2022年03月31日22時16分28秒,20220129,食費,2105,,2105,,701,701,701,null,2,null,精算(端数込)
2022年01月30日16時07分57秒,20220130,食費,1213,1213,,,404,404,404,1,null,null,精算(端数込)
2022年01月30日16時08分04秒,20220130,食費,1780,1780,,,593,593,593,1,null,null,精算(端数込)
2022年01月30日16時08分14秒,20220130,食費,1601,1601,,,533,533,533,2,null,null,精算(端数込)
2022年04月01日02時28分37秒,20220130,食費,7719,,,7719,2573,2573,2573,null,null,null,精算(端数込)
2022年01月31日18時33分32秒,20220131,食費,469,469,,,234,,234,1,null,null,精算(端数込)
2022年04月01日02時28分12秒,20220131,食費,1720,,,1720,573,573,573,null,null,1,精算(端数込)
2022年02月04日01時55分55秒,20220201,雑貨(消耗品),10109,10109,,,3369,3369,3369,2,null,null,精算(端数込)
2022年02月13日15時57分19秒,20220201,食費,4580,,4580,,1526,1526,1526,null,2,null,精算(端数込)
2022年02月03日10時14分04秒,20220203,食費,390,390,,,,390,,null,null,null,精算(端数込)
2022年02月04日01時56分10秒,20220204,食費,2048,2048,,,682,682,682,2,null,null,精算(端数込)
2022年02月04日01時56分18秒,20220204,食費,1026,1026,,,342,342,342,null,null,null,精算(端数込)
2022年02月04日01時56分30秒,20220204,雑貨(消耗品),1881,1881,,,627,627,627,null,null,null,精算(端数込)
2022年02月04日13時02分27秒,20220204,雑貨(消耗品),658,658,,,219,219,219,1,null,null,精算(端数込)
2022年02月04日13時02分46秒,20220204,食費,2157,2157,,,719,719,719,null,null,null,精算(端数込)
2022年02月10日15時27分49秒,20220204,雑貨(消耗品),4049,4049,,,1349,1349,1349,2,null,null,精算(端数込)
2022年03月31日22時15分33秒,20220204,外食費,6534,,6534,,2178,2178,2178,null,null,null,精算(端数込)
2022年04月01日02時27分54秒,20220204,食費,1389,,,1389,,694,694,null,null,1,精算(端数込)
2022年02月05日15時54分23秒,20220205,食費,720,720,,,240,240,240,null,null,null,精算(端数込)
2022年02月05日15時54分29秒,20220205,食費,740,740,,,246,246,246,2,null,null,精算(端数込)
2022年03月31日22時14分33秒,20220205,食費,1460,,1460,,486,486,486,null,2,null,精算(端数込)
2022年03月31日22時14分45秒,20220205,食費,871,,871,,290,290,290,null,1,null,精算(端数込)
2022年03月31日22時24分57秒,20220205,遊行費,70884,,70884,,23628,23628,23628,null,null,null,精算(端数込)
2022年03月31日22時25分10秒,20220205,遊行費,15000,15000,,,,15000,,null,null,null,精算(端数込)
2022年04月01日02時27分12秒,20220205,食費,5248,,,5248,1749,1749,1749,null,null,1,精算(端数込)
2022年04月01日02時27分29秒,20220205,食費,2445,,,2445,,1222,1222,null,null,1,精算(端数込)
2022年04月01日02時35分16秒,20220205,雑貨(家具･家電),8510,,,8510,2836,2836,2836,null,null,2,精算(端数込)
2022年02月10日15時26分34秒,20220206,食費,312,312,,,104,104,104,null,null,null,精算(端数込)
2022年02月10日15時27分33秒,20220206,雑貨(消耗品),7440,7440,,,2480,2480,2480,null,null,null,精算(端数込)
2022年04月01日02時25分44秒,20220206,食費,1793,,,1793,597,597,597,null,null,2,精算(端数込)
2022年04月01日02時27分01秒,20220206,食費,8959,,,8959,2986,2986,2986,null,null,1,精算(端数込)
2022年02月13日15時57分05秒,20220207,食費,4491,,4491,,1497,1497,1497,null,null,null,精算(端数込)
2022年03月31日22時14分17秒,20220207,食費,1470,,1470,,,735,735,null,null,null,精算(端数込)
2022年02月08日07時29分43秒,20220208,食費,963,963,,,321,321,321,null,null,null,精算(端数込)
2022年02月08日17時20分29秒,20220208,食費,1641,1641,,,547,547,547,null,null,null,精算(端数込)
2022年02月10日15時26分21秒,20220208,食費,1267,1267,,,422,422,422,1,null,null,精算(端数込)
2022年02月13日15時56分50秒,20220208,食費,4880,,4880,,1626,1626,1626,null,2,null,精算(端数込)
2022年04月01日02時26分47秒,20220208,食費,1000,,,1000,,500,500,null,null,null,精算(端数込)
2022年02月10日15時26分53秒,20220209,食費,990,990,,,330,330,330,null,null,null,精算(端数込)
2022年02月10日02時26分16秒,20220210,雑貨(消耗品),12007,12007,,,4002,4002,4002,1,null,null,精算(端数込)
2022年02月10日02時26分32秒,20220210,遊行費,1780,1780,,,593,593,593,1,null,null,精算(端数込)
2022年02月10日15時27分13秒,20220210,雑貨(消耗品),305,305,,,101,101,101,2,null,null,精算(端数込)
2022年02月16日09時58分24秒,20220210,雑貨(消耗品),8018,8018,,,2672,2672,2672,2,null,null,精算(端数込)
2022年02月14日07時30分48秒,20220211,食費,840,840,,,280,280,280,null,null,null,精算(端数込)
2022年02月18日18時11分34秒,20220211,食費,704,704,,,234,234,234,2,null,null,精算(端数込)
2022年03月31日22時13分52秒,20220211,食費,702,,702,,351,351,,null,null,null,精算(端数込)
2022年03月31日22時14分00秒,20220211,食費,1200,,1200,,400,400,400,null,null,null,精算(端数込)
2022年04月01日02時25分32秒,20220211,外食費,5258,,,5258,,2629,2629,null,null,null,精算(端数込)
2022年04月01日02時26分11秒,20220211,食費,1852,,,1852,617,617,617,null,null,1,精算(端数込)
2022年04月01日02時26分20秒,20220211,食費,1931,,,1931,643,643,643,null,null,2,精算(端数込)
2022年04月01日02時36分13秒,20220211,食費,2720,,,2720,906,906,906,null,null,2,精算(端数込)
2022年04月01日02時36分44秒,20220211,雑貨(家具･家電),98230,,,98230,32743,32743,32743,null,null,1,精算(端数込)
2022年04月01日02時37分16秒,20220211,雑貨(消耗品),7370,,,7370,2456,2456,2456,null,null,2,精算(端数込)
2022年04月01日02時38分17秒,20220211,雑貨(家具･家電),11540,,,11540,,5770,5770,null,null,null,精算(端数込)
2022年03月31日22時12分04秒,20220212,食費,3130,,3130,,1043,1043,1043,null,1,null,精算(端数込)
2022年03月31日22時12分23秒,20220212,食費,3180,,3180,,1060,1060,1060,null,null,null,精算(端数込)
2022年03月31日22時12分44秒,20220212,食費,1920,,1920,,640,640,640,null,null,null,精算(端数込)
2022年04月01日02時25分55秒,20220213,食費,2955,,,2955,985,985,985,null,null,null,精算(端数込)
2022年02月18日18時10分18秒,20220214,雑貨(消耗品),1079,1079,,,359,359,359,2,null,null,精算(端数込)
2022年02月18日18時10分38秒,20220214,食費,4680,4680,,,1560,1560,1560,null,null,null,精算(端数込)
2022年02月18日18時10分54秒,20220214,食費,356,356,,,118,118,118,2,null,null,精算(端数込)
2022年02月18日18時11分56秒,20220214,雑貨(消耗品),418,418,,,139,139,139,1,null,null,精算(端数込)
2022年02月15日19時36分41秒,20220215,食費,372,372,,,186,,186,null,null,null,精算(端数込)
2022年02月16日09時58分01秒,20220215,雑貨(消耗品),759,759,,,253,253,253,null,null,null,精算(端数込)
2022年03月31日22時11分40秒,20220215,食費,5200,,5200,,1733,1733,1733,null,1,null,精算(端数込)
2022年03月31日22時11分17秒,20220216,食費,1351,,1351,,450,450,450,null,1,null,精算(端数込)
2022年02月18日18時12分47秒,20220217,雑貨(消耗品),10103,10103,,,3367,3367,3367,2,null,null,精算(端数込)
2022年02月18日18時13分10秒,20220217,食費,1744,1744,,,872,,872,null,null,null,精算(端数込)
2022年02月23日23時56分46秒,20220217,食費,4805,,4805,,1601,1601,1601,null,2,null,精算(端数込)
2022年02月18日18時11分13秒,20220218,食費,630,630,,,210,210,210,null,null,null,精算(端数込)
2022年03月31日22時10分41秒,20220218,食費,590,,590,,590,,,null,null,null,精算(端数込)
2022年03月31日22時11分00秒,20220218,食費,4160,,4160,,1386,1386,1386,null,2,null,精算(端数込)
2022年04月01日02時25分17秒,20220218,食費,1350,,,1350,450,450,450,null,null,null,精算(端数込)
2022年02月21日13時42分51秒,20220219,雑貨(消耗品),802,802,,,267,267,267,1,null,null,精算(端数込)
2022年03月31日22時10分18秒,20220219,食費,2215,,2215,,,1107,1107,null,1,null,精算(端数込)
2022年04月01日02時25分03秒,20220219,食費,7587,,,7587,2529,2529,2529,null,null,null,精算(端数込)
2022年04月01日02時24分30秒,20220220,食費,1200,,,1200,400,400,400,null,null,null,精算(端数込)
